AdmYear,AdmMonth,PrimaryDiagnosis,totalCases
2020,February,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,1
2020,February,Malaise and fatigue,1
2020,February,Malignant neoplasm (Cancer / Carcinoma) of breast,1
2020,February,"Malignant neoplasm (Cancer / Carcinoma) of kidney, except renal pelvis",1
2020,February,"Malignant neoplasm (Cancer / Carcinoma): Brain, unspecified",1
2020,February,"Malignant neoplasm (Cancer / Carcinoma): Intestinal tract, part unspecified",1
2020,February,"Malignant neoplasm (Cancer / Carcinoma): Pancreas, unspecified",1
2020,February,Maternal care due to uterine scar from previous surgery,1
2020,February,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances: Harmful use,1
2020,February,Mental and behavioural disorders due to use of alcohol: Acute intoxication,1
2020,February,Mental and behavioural disorders due to use of alcohol: Withdrawal state,1
2020,February,"Noninfective gastroenteritis and colitis, unspecified (IBD)",1
2020,February,"Observation for suspected disease or condition, unspecified",1
2020,February,Open wound of finger(s) with damage to nail,1
2020,February,Open wound of wrist and hand,1
2020,February,Orchitis and epididymitis,1
2020,February,Other acute gastritis,1
2020,February,Other and unspecified forceps delivery,1
2020,February,Other and unspecified gastroenteritis and colitis of infectious origin,1
2020,February,Other and unspecified intestinal obstruction,1
2020,February,Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems,1
2020,February,Other arthritis,1
2020,February,Other drug-induced secondary parkinsonism,1
2020,February,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium",1
2020,February,Other specified fever,1
2020,February,Other specified pregnancy-related conditions,1
2020,February,Other viral infections of unspecified site,1
2020,February,Other vomiting complicating pregnancy,1
2020,February,Pain localized to upper abdomen,1
2020,February,Panic disorder [episodic paroxysmal anxiety],1
2020,February,Pericardial effusion (noninflammatory),1
2020,February,Personal history (PH) of other specified conditions,1
2020,February,Pneumonia due to other specified infectious organisms,1
2020,February,Recurrent and persistent haematuria,1
2020,February,Renovascular hypertension (HT),1
2020,February,Severe alcohol intoxication,1
2020,February,Sleep apnoea,1
2020,February,Spontaneous rupture of unspecified tendon,1
2020,February,ST elevation (STEMI) myocardial infarction involving right coronary artery,1
2020,February,Stupor,1
2020,February,Toxic effect: Toxic effect of contact with fish,1
2020,February,Unknown and unspecified causes of morbidity (unknown diagnosis),1
2020,February,Unspecified fall,1
2020,February,Unspecified renal colic,1
2020,February,Urinary tract infection following delivery,1
2020,February,Vertiginous syndromes in diseases classified elsewhere,1
2020,February,Volume depletion,1
2020,February,Wheezing,1
2020,March,"Abdominal aortic aneurysm, without mention of rupture",1
2020,March,"Acute appendicitis, other and unspecified",1
2020,March,Acute subendocardial myocardial infarction (MI) Non-ST elevation (NSTEMI),1
2020,March,Allergic rhinitis due to pollen,1
2020,March,"Angina pectoris, unspecified",1
2020,March,"Antepartum haemorrhage, unspecified",1
2020,March,Asthma,1
2020,March,"Atrioventricular block, second degree",1
2020,March,Biliary acute pancreatitis,1
2020,March,Calculus of bile duct with cholecystitis,1
2020,March,Cellulitis of other parts of limb,1
2020,March,"Cerebral infarction, unspecified",1
2020,March,Cholecystitis,1
2020,March,"Chronic hepatitis, unspecified",1
2020,March,Coronary thrombosis not resulting in myocardial infarction,1
2020,March,Crushing injury of toe(s),1
2020,March,"Disorder of vestibular function, unspecified",1
2020,March,"Diverticular disease of intestine, part unspecified, without perforation or abscess",1
2020,March,Dizziness and giddiness,1
2020,March,Driver injured in collision with other and unspecified motor vehicles in traffic accident,1
2020,March,Dysphagia,1
2020,March,Dyspnoea (SOB),1
2020,March,Elevated blood glucose level,1
2020,March,"Emphysema, unspecified",1
2020,March,Epilepsy,1
2020,March,"Epilepsy, unspecified",1
2020,March,Extracorporeal dialysis,1
2020,March,Fall involving chair,1
2020,March,Febrile convulsions,1
2020,March,Fracture of lower end of radius,1
2020,March,Fracture of lumbar vertebra,1
2020,March,Fracture of other finger,1
2020,March,Fracture of shaft of humerus,1
2020,March,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters,1
2020,March,"Heart failure, unspecified",1
2020,March,"Hodgkin lymphoma, unspecified",1
2020,March,Hyperemesis gravidarum with metabolic disturbance,1
2020,March,Hyperkalaemia,1
2020,March,Hypertensive heart disease with (congestive) heart failure (HT),1
2020,March,"Hypoglycaemia, unspecified",1
2020,March,"Hypothermia, not associated with low environmental temperature",1
2020,March,"Infectious mononucleosis, unspecified",1
2020,March,"Influenza with other respiratory manifestations, other influenza virus identified (URTI due to influenza)",1
2020,March,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,1
2020,March,Labyrinthitis,1
2020,March,Localized oedema,1
2020,March,Low back pain,1
2020,March,Malaise and fatigue,1
2020,March,Malignant neoplasm (Cancer / Carcinoma): Pancreatic duct,1
2020,March,Maternal care for high head at term,1
2020,March,Mild alcohol intoxication,1
2020,March,"Noninfective gastroenteritis and colitis, unspecified (IBD)",1
2020,March,Obstruction of duodenum,1
2020,March,Open wound of head,1
2020,March,Organic catatonic disorder,1
2020,March,Orthostatic hypotension,1
2020,March,Other acute gastritis,1
2020,March,Other and unspecified intestinal obstruction,1
2020,March,Other gastroenteritis and colitis of infectious and unspecified origin,1
2020,March,"Other pneumonia, organism unspecified",1
2020,March,Other specified abnormal findings of blood chemistry,1
2020,March,Other specified diseases of appendix,1
2020,March,Other specified fever,1
2020,March,Other specified injuries of head,1
2020,March,Other surgical procedures,1
2020,March,Pain localized to other parts of lower abdomen,1
2020,March,Perichondritis of external ear,1
2020,March,Personal history (PH) of allergy to other antibiotic agents,1
2020,March,Pneumonitis due to food and vomit (aspiration pneumonia),1
2020,March,Pneumothorax,1
2020,March,"Poisoning: Other and unspecified drugs, medicaments and biological substances",1
2020,March,Prolonged first stage (of labour),1
2020,March,Pulmonary oedema,1
2020,March,Respiratory conditions due to other specified external agents,1
2020,March,Retention of urine,1
2020,March,Sepsis due to Streptococcus pneumoniae,1
2020,March,"Stroke, not specified as haemorrhage or infarction (CVA)",1
2020,March,Supraventricular tachycardia (SVT),1
2020,March,"Transient cerebral ischaemic attack, unspecified (TIA)",1
2020,March,Trifascicular block,1
2020,March,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture",1
2020,March,"Ulcerative colitis, unspecified",1
2020,March,"Unspecified respiratory condition due to chemicals, gases, fumes and vapours",1
2020,March,Unstable angina,1
2020,April,Abnormal findings on diagnostic imaging of lung,1
2020,April,"Acquired haemolytic anaemia, unspecified",1
2020,April,Acute and subacute hepatic failure,1
2020,April,"Acute appendicitis, other and unspecified",1
2020,April,"Acute renal failure, unspecified",1
2020,April,Acute subendocardial myocardial infarction (MI) Non-ST elevation (NSTEMI),1
2020,April,"Alcoholic liver disease, unspecified",1
2020,April,Anal abscess,1
2020,April,"Asthma, unspecified",1
2020,April,"Atrioventricular block, complete",1
2020,April,Benign paroxysmal vertigo,1
2020,April,Cellulitis,1
2020,April,Chest pain on breathing,1
2020,April,"Cholecystitis, unspecified",1
2020,April,"COVID-19, virus identified",1
2020,April,"Delirium, unspecified",1
2020,April,"Diverticular disease of intestine, part unspecified, without perforation or abscess",1
2020,April,Drug-induced fever,1
2020,April,Dysphagia,1
2020,April,"Elevated blood-pressure reading, without diagnosis of hypertension",1
2020,April,"Emphysema, unspecified",1
2020,April,Extracorporeal dialysis,1
2020,April,Febrile convulsions,1
2020,April,Fracture of calcaneus,1
2020,April,"Fracture of femur, part unspecified",1
2020,April,Fracture of fibula alone,1
2020,April,Fracture of medial malleolus,1
2020,April,Fracture of upper end of ulna,1
2020,April,"Gastritis, unspecified",1
2020,April,"Gastrointestinal haemorrhage, unspecified",1
2020,April,Generalized enlarged lymph nodes,1
2020,April,Herpesviral gingivostomatitis and pharyngotonsillitis,1
2020,April,"Hyperglycaemia, unspecified",1
2020,April,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,1
2020,April,Malignant neoplasm (Cancer / Carcinoma): Sigmoid colon,1
2020,April,Osteolysis,1
2020,April,Other abnormal findings of blood chemistry,1
2020,April,Other acute gastritis,1
2020,April,Other and unspecified intestinal obstruction,1
2020,April,Other cerebral infarction,1
2020,April,Other fall on same level,1
2020,April,"Other pneumonia, organism unspecified",1
2020,April,Other specified aplastic anaemias,1
2020,April,Pain in throat,1
2020,April,Pain localized to other parts of lower abdomen,1
2020,April,Personal history (PH) of diseases of the circulatory system,1
2020,April,Pilonidal cyst without abscess,1
2020,April,"Pneumonia, unspecified",1
2020,April,Pneumonitis due to food and vomit (aspiration pneumonia),1
2020,April,"Salmonella infection, unspecified",1
2020,April,"Spontaneous abortion: Incomplete, without complication",1
2020,April,Sprain and strain of ankle,1
2020,April,Syncope and collapse,1
2020,April,Thyrotoxicosis factitia,1
2020,April,"Transient cerebral ischaemic attack, unspecified (TIA)",1
2020,April,"Ulcer of lower limb, not elsewhere classified",1
2020,April,"Unilateral or unspecified femoral hernia, without obstruction or gangrene",1
2020,April,Unspecified injury of head,1
2020,April,Unspecified renal colic,1
2020,April,Unspecified thrombosed haemorrhoids,1
2020,May,Acute transmural myocardial infarction of unspecified site (MI) ST elevation (STEMI),1
2020,May,Alcoholic liver disease,1
2020,May,"Allergic contact dermatitis, unspecified cause",1
2020,May,Aortic (valve) stenosis with insufficiency,1
2020,May,Asthma,1
2020,May,"Bacterial pneumonia, unspecified",1
2020,May,Drug-induced fever,1
2020,May,Fracture at wrist and hand level,1
2020,May,Fracture of metatarsal bone,1
2020,May,Fracture of sacrum,1
2020,May,Fracture of shafts of both ulna and radius,1
2020,May,"Gastrointestinal haemorrhage, unspecified",1
2020,May,Infectious mononucleosis,1
2020,May,Insulin-dependent diabetes mellitus (IDDM): Without complications,1
2020,May,"Intra-abdominal and pelvic swelling, mass and lump",1
2020,May,"Iron deficiency anaemia, unspecified",1
2020,May,Labour and delivery complicated by fetal stress [distress],1
2020,May,Malaise and fatigue,1
2020,May,Mild alcohol intoxication,1
2020,May,"Neonatal jaundice, unspecified",1
2020,May,Open wound of wrist and hand,1
2020,May,"Open wound of wrist and hand part, part unspecified",1
2020,May,Other and unspecified gastroenteritis and colitis of infectious origin,1
2020,May,Other specified anaemias,1
2020,May,Pain localized to other parts of lower abdomen,1
2020,May,Pilonidal cyst without abscess,1
2020,May,Placenta praevia with haemorrhage,1
2020,May,"Pleural effusion, not elsewhere classified",1
2020,May,Pneumonitis due to food and vomit (aspiration pneumonia),1
2020,May,"Premature rupture of membranes, unspecified",1
2020,May,Salmonella enteritis,1
2020,May,"Sepsis, unspecified",1
2020,May,Severe alcohol intoxication,1
2020,May,"Spontaneous abortion: Complete or unspecified, without complication",1
2020,May,"Supervision of normal pregnancy, unspecified",1
2020,May,"Thrombocytopenia, unspecified",1
2020,May,"Transient cerebral ischaemic attack, unspecified (TIA)",1
2020,May,Umbilical hernia without obstruction or gangrene,1
2020,May,Unspecified injury of ankle and foot,1
2020,June,Acute cystitis,1
2020,June,"Chest pain, unspecified",1
2020,June,Chronic obstructive pyelonephritis,1
2020,June,Delivery by emergency caesarean section (LSCS emergency),1
2020,June,Dizziness and giddiness,1
2020,June,"Fracture of lower leg, including ankle",1
2020,June,Heart failure,1
2020,June,Malaise and fatigue,1
2020,June,"Sepsis, unspecified",1
2020,June,Status asthmaticus (acute severe asthma),1
